(330406.0389999999, 672796.5639999993)
(330524.15050000045, 672817.5615999997)
(330599.39180000033, 672831.5600000005)
(330594.14240000024, 672850.8078000005)
(330612.5153000001, 672854.3073999994)
(330630.01329999976, 672853.4324999992)
(330634.3877999997, 672836.8093999997)
(330700.88019999955, 672848.1831)
(330768.24739999976, 672857.807)
(330839.11429999955, 672859.5568000004)
(330871.48560000025, 672850.8078000005)
(330947.6018000003, 672851.6827000007)
(330987.8471999997, 672852.5576000009)
(331000.09580000024, 672852.5576000009)
(331000.09580000024, 672869.1807000004)
(330999.2209000001, 672893.6778999995)
(330999.8683000002, 672906.3011000007)
(331057.9480999997, 672904.6239999998)
(331181.3360000001, 672908.5888999999)
(331222.41899999976, 672916.8219000008)
(331208.2548000002, 672802.6826000009)
(331236.9678999996, 672616.8145000003)
(331239.27809999976, 672530.2332000006)

Newbridge
(311865.3706, 674075.0978999995)
(312061.56850000005, 673787.3387000002)
(312129.3819000004, 673583.9313999992)
(312157.6524, 673596.2522)
(312281.2368999999, 673290.2400000002)
(312432.96920000017, 672881.2216999996)
(312480.0650000004, 672754.2620000001)
(312566.51520000026, 672408.4694999997)
(312575.15770000033, 672036.7492999993)
(312445.48649999965, 671578.5789999999)
(312220.7226, 671258.7304999996)
(312023.87710000016, 671208.6201000009)
(311745.2670999998, 671137.7018999998)
(311278.6359000001, 671124.8602000009)
(311132.37289999984, 671144.3619999997)
(310920.42640000023, 671172.6215000004)
(310844.8189000003, 671162.4417000003)
(310864.46329999994, 671197.2168000005)
(310871.35280000046, 671218.6142999995)
(310878.87310000043, 671251.1856999993)
(310876.3662999999, 671275.4093999993)
(310865.71669999976, 671290.4008000009)
(310856.0664999997, 671306.9732000008)
(310831.5641999999, 671394.3081)
(310807.3978000004, 671551.3568999991)
(310808.9952999996, 671577.8417000007)
(310822.3892000001, 671684.9520999994)
(310818.5717000002, 671715.5572999995)
(310801.3520999998, 671748.0714999996)
(310778.3981999997, 671774.8429000005)
(310771.8364000004, 671779.7744999994)
(310761.9159000004, 671794.0941000003)
(310724.92080000043, 671815.4751999993)
(310700.91000000015, 671835.1196999997)
(310685.1732000001, 671896.1009)
(310692.32490000036, 671906.8323999997)
(310719.11259999964, 671923.4539999999)
(310805.2516000001, 671954.6082000006)
(310975.71889999975, 671957.7949000001)
(311017.48170000035, 671958.4748)
(311018.5630000001, 671958.5976999998)
(311059.0396999996, 671959.3512999993)
(311112.73819999956, 671941.8778000008)
(311160.21910000034, 671909.0197000001)
(311168.59130000044, 671901.0898000002)
(311180.8465, 671894.7574000005)
(311195.2644999996, 671884.7796)
(311212.04169999994, 671878.6109999996)
(311224.05929999985, 671872.3932000007)
(311246.14499999955, 671866.0854000002)
(311262.95490000024, 671859.9167999998)
(311270.2457999997, 671861.3094999995)
(311292.93769999966, 671862.7921999991)
(311310.7308, 671869.1000999995)
(311331.35819999967, 671873.0648999996)
(311341.1394999996, 671892.6356000006)
(311348.3811999997, 671901.0898000002)
(311367.5175999999, 671937.4295000006)
(311427.50769999996, 671996.2071000002)
(311510.9676999999, 672105.6195)
(311337.2237, 672148.8567999993)
(311168.18989999965, 672206.4793999996)
(310960.7439000001, 672294.8383000009)
(310739.84669999965, 672419.6843999997)
(310488.2128999997, 672600.2442000005)
(310265.3986999998, 672798.0974000003)
(310249.8831000002, 672816.8652999997)
(310248.5067999996, 672816.2837000005)
(310248.2037000004, 672816.9227000009)
(310186.78830000013, 672900.0058999993)
(310053.1194000002, 673084.2603999991)
(309933.9013, 673254.0559999999)
(309782.16089999955, 673608.0977999996)
(309631.4035, 674066.9481000006)
(309662.35280000046, 674071.1833999995)
(309740.43090000004, 674072.9856000002)
(309974.9349999996, 674064.8918999992)
(310080.06290000025, 674067.5952000003)
(310260.67200000025, 674078.3760000002)
(310497.8713999996, 674035.2368999999)
(310616.46690000035, 674064.8918999992)
(310786.77809999976, 674111.7332000006)
(310890.4096999997, 673966.2853999995)
(310979.48709999956, 673980.7862999998)
(311014.70380000025, 673951.7843999993)
(311178.35759999976, 673987.0010000002)
(311215.64580000006, 674016.0030000005)
(311190.78699999955, 674105.0803999994)
(311215.64580000006, 674142.3685999997)
(311269.50659999996, 674140.2971000001)
(311379.2997000003, 674084.3647000007)
(311451.8046000004, 674065.7205999997)
(311576.0987, 674047.0765000004)
(311665.1760999998, 674057.4343999997)
(311729.39470000006, 674055.3628000002)
(311791.54169999994, 674069.8638000004)
(311865.3706, 674075.0978999995)

Cammo/Strathalmond
(316462.0155999996, 675397.0994000006)
(316543.24729999993, 675310.6169000007)
(316598.54420000035, 675190.3087000009)
(316671.8705000002, 675162.7755999994)
(316733.0647999998, 675152.2568999995)
(316789.6715000002, 675155.6895000003)
(316844.07409999985, 675201.2697000001)
(316879.6311999997, 675244.5151000004)
(316923.8055999996, 675258.5717999991)
(316963.2599999998, 675232.2934000008)
(317054.3546000002, 675220.0703999996)
(317141.3786000004, 675210.2241999991)
(317254.85369999986, 675180.5767000001)
(317311.30480000004, 675154.1658999994)
(317385.77880000044, 675184.6809)
(317573.0480000004, 675212.2965999991)
(317694.5515999999, 675228.2382999994)
(317735.06879999954, 675233.5460999999)
(317758.5804000003, 675236.6347000003)
(317885.3761, 675292.5454999991)
(317896.9341000002, 675307.2006000001)
(317921.6338999998, 675338.5185000002)
(317925.74629999977, 675344.5974000003)
(317980.58299999963, 675261.0392000005)
(318066.7714999998, 675148.6114000008)
(318235.4116000002, 675021.2013000008)
(318530.74849999975, 674980.9231000002)
(318511.6826999998, 674880.7887999993)
(318514.8202999998, 674880.8728)
(318505.3931, 674840.4349000007)
(318532.17169999983, 674834.3275000006)
(318519.6130999997, 674795.5894000009)
(318512.3344999999, 674784.3712000009)
(318506.2440999998, 674772.3386000004)
(318348.91170000006, 674461.4993999992)
(318251.95990000013, 674179.4486999996)
(318197.0075000003, 674098.8563999999)
(318164.3300999999, 674050.9326000009)
(318171.49810000043, 674048.5406)
(318111.98319999967, 673914.6424000002)
(318078.5190000003, 673839.3584000003)
(318064.45270000026, 673745.5922999997)
(318062.0860000001, 673729.7488000002)
(317934.3727000002, 674038.3004000001)
(317828.95799999963, 674199.3234999999)
(317611.3702999996, 674205.0977999996)
(317275.62320000026, 674214.0096000005)
(317100.54279999994, 674243.1435000002)
(316915.43429999985, 674283.5300999992)
(316874.1983000003, 674340.2518000007)
(316803.57459999993, 674437.3972999994)
(316644.96300000045, 674531.5594999995)
(316641.0900999997, 674533.8585999999)
(316593.38719999976, 674488.3743999992)
(316481.4315999998, 674416.4028999992)
(316455.4419, 674474.3800000008)
(316331.4910000004, 674764.2650000006)
(316211.5385999996, 675076.1414000001)
(316275.5131999999, 675108.1286999993)
(316360.73000000045, 675140.5525000002)
(316294.0292999996, 675379.1998999994)
(316317.16509999987, 675374.8828999996)
(316462.0155999996, 675397.0994000006)

Muirhouse
(321123.61280000024, 675873.2175999992)
(321143.8624999998, 675879.9674999993)
(321260.63910000026, 675914.3749000002)
(321260.63910000026, 675928.9719999991)
(321248.12739999965, 675997.7868000008)
(321235.61560000014, 676050.9617999997)
(321226.23170000035, 676089.5397999994)
(321219.97589999996, 676112.4781)
(321161.5875000004, 676094.7531000003)
(321035.7560999999, 676062.0164000001)
(321016.83690000046, 676077.5329)
(321035.89829999954, 676101.7566999998)
(321015.35890000034, 676158.4886000007)
(320946.4724000003, 676410.9740999993)
(320951.6087999996, 676606.3124000002)
(320938.11670000013, 676690.6572999991)
(320933.3897000002, 676726.4398999996)
(320970.97470000014, 676804.0263999999)
(320975.11980000045, 676812.5787000004)
(320971.3596999999, 676814.1599000003)
(320957.80200000014, 676819.8696999997)
(320971.36789999995, 676814.3975000009)
(320972.63769999985, 676847.1739000008)
(320998.6309000002, 676873.9615000002)
(321013.7860000003, 676909.7934000008)
(321024.5175999999, 676940.2019999996)
(321024.5175999999, 676959.8791000005)
(320999.2452999996, 676999.2663000003)
(320999.5155999996, 677054.7097999994)
(320999.94159999955, 677140.5785000008)
(321000.2773000002, 677208.5472999997)
(320989.7999, 677280.6124000009)
(320985.52579999994, 677281.2043999992)
(320986.1529000001, 677282.5481000002)
(321010.22250000015, 677553.3313999996)
(320998.55819999985, 677761.3457999993)
(321359.23199999984, 677763.9405000005)
(321900.79839999974, 677776.9510999992)
(321900.79839999974, 677457.0527999997)
(321900.79949999973, 677457.0494999997)
(321942.9201999996, 677330.6873000003)
(321959.017, 677218.0096000005)
(321973.0071999999, 677120.0781999994)
(321924.8679999998, 677029.8170999996)
(321887.4857999999, 677012.5637999997)
(321846.64169999957, 676993.7127)
(321818.0867999997, 676950.8802000005)
(321798.5025000004, 676921.5037999991)
(321788.5734000001, 676899.1633000001)
(321774.43290000036, 676867.3472000007)
(321738.32799999975, 676813.1908)
(321714.25879999995, 676771.0687000006)
(321744.23780000024, 676745.3725000005)
(321756.38069999963, 676734.9642999992)
(321778.2428000001, 676691.2401)
(321790.1672, 676667.3901000004)
(321794.6392999999, 676667.9981999993)
(321799.7758999998, 676667.9970999993)
(321818.2078, 676585.6523000002)
(321837.5246000001, 676500.307)
(321856.3250000002, 676467.5142000001)
(321877.1984000001, 676375.6656999998)
(321907.73000000045, 676241.3413999993)
(322168.3989000004, 675610.2552000005)
(321992.8551000003, 675575.1402000003)
(321760.6076999996, 675528.682)
(321724.6796000004, 675521.4949999992)
(321589.2182, 675504.2265000008)
(321442.9567999998, 675485.5811999999)
(321367.89350000024, 675480.1089999992)
(321350.0267000003, 675478.8066000007)
(321349.8055999996, 675478.7901000008)
(321349.28949999996, 675478.7574000005)
(321339.6891999999, 675485.8354000002)
(321342.4689999996, 675524.7523999996)
(321340.0862999996, 675565.2578999996)
(321315.4654000001, 675647.4602000006)
(321303.15500000026, 675687.5686000008)
(321297.59530000016, 675712.1895000003)
(321181.8202999998, 675683.5244999994)
(321162.37260000035, 675758.1372999996)
(321123.61280000024, 675873.2175999992)

Granton/West Pilton
(322584.3145000003, 676898.6309999991)
(322625.23369999975, 676651.3056000005)
(322622.1869999999, 676649.6131999996)
(322625.6358000003, 676643.4118000008)
(322626.9219000004, 676641.1017000005)
(322629.66970000044, 676525.0197999999)
(322639.0701000001, 676465.6489000004)
(322647.3650000002, 676413.2599)
(322664.1289999997, 676359.2426999994)
(322664.12990000006, 676359.2394999992)
(322691.2209000001, 676244.9857000001)
(322698.5937999999, 676213.0286999997)
(322712.5610999996, 676181.3584000003)
(322722.6864, 676123.8259999994)
(322734.90890000015, 676020.2381999996)
(322732.4266999997, 675938.9243999999)
(322733.4835000001, 675852.2366000004)
(322733.93400000036, 675815.2825000007)
(322709.22699999996, 675743.3977000006)
(322692.41700000037, 675701.3566999994)
(322246.9605999999, 675625.9736000001)
(322168.39910000004, 675610.2542000003)
(321907.73000000045, 676241.3413999993)
(321877.1984000001, 676375.6656999998)
(321856.3250000002, 676467.5142000001)
(321837.5246000001, 676500.307)
(321827.01410000026, 676546.7625999991)
(321818.20770000014, 676585.6581999995)
(321799.7759999996, 676667.9960999992)
(321794.6392999999, 676667.9959999993)
(321790.1672, 676667.3901000004)
(321778.2428000001, 676691.2401)
(321756.38269999996, 676734.9656000007)
(321744.23780000024, 676745.3725000005)
(321714.25129999965, 676771.0678000003)
(321738.32799999975, 676813.1908)
(321774.4296000004, 676867.3483000007)
(321788.5734000001, 676899.1633000001)
(321798.5059000002, 676921.5055999998)
(321818.0867999997, 676950.8802000005)
(321846.6420999998, 676993.7181000002)
(321887.4857999999, 677012.5637999997)
(321924.8674999997, 677029.8121000007)
(321973.0119000003, 677120.0797000006)
(321959.017, 677218.0096000005)
(321942.91449999996, 677330.6878999993)
(321900.79949999973, 677457.0494999997)
(321900.7993999999, 677776.9551999997)
(322689.6749, 677795.9020000007)
(322723.7572999997, 677356.2390999999)
(322721.7933, 677346.4191999994)
(322682.5136000002, 677318.9233999997)
(322678.5856999997, 677283.5716999993)
(322662.8738000002, 677260.0039000008)
(322637.3420000002, 677244.2920999993)
(322643.2340000002, 677222.6883000005)
(322649.12590000033, 677177.5165999997)
(322668.76570000034, 677083.2455000002)
(322651.0899, 677077.3534999993)
(322548.96279999986, 677061.6415999997)
(322584.3145000003, 676898.6309999991)

Broomhouse
(320047.76889999956, 670836.7135000005)
(320039.64439999964, 670833.5453999992)
(320039.6412000004, 670833.5511000007)
(320039.63829999976, 670833.5568000004)
(319998.74039999954, 670911.0473999996)
(319951.37789999973, 671035.9116999991)
(319948.56259999983, 671040.1372999996)
(319948.56039999984, 671040.1406999994)
(319948.55840000045, 671040.1436000001)
(319920.79310000036, 671081.8159999996)
(319918.1023000004, 671085.8549000006)
(319917.9661999997, 671086.0590000004)
(319917.96360000037, 671086.0628999993)
(319916.9332999997, 671087.6090999991)
(319916.86429999955, 671087.7127)
(319916.53560000006, 671088.1925000008)
(319916.5334000001, 671088.1955999993)
(319915.9434000002, 671089.0578000005)
(319915.8121999996, 671089.2493999992)
(319915.8130999999, 671089.2522999998)
(319915.82940000016, 671089.3035000004)
(319915.89829999954, 671089.523)
(319915.9425999997, 671089.6754999999)
(319915.9911000002, 671089.8435999993)
(319915.99289999995, 671089.8500999995)
(319916.00600000005, 671089.898)
(319916.1523000002, 671090.4021000005)
(319916.1941999998, 671090.5488000009)
(319887.7494000001, 671177.5572999995)
(319877.8353000004, 671207.8826000001)
(319841.7478, 671318.2678999994)
(319794.60649999976, 671462.4644000009)
(319793.59080000035, 671465.5713)
(319762.3568000002, 671561.1106000002)
(319762.3551000003, 671561.1157000009)
(319766.35759999976, 671562.2934000008)
(319853.5477, 671587.9462000001)
(320298.1476999996, 671761.9735000003)
(320472.3197999997, 671829.9999000002)
(320473.27689999994, 671826.8739)
(320488.9841, 671775.5890999995)
(320521.25409999955, 671670.2279000003)
(320562.07519999985, 671531.2081000004)
(320590.66050000023, 671433.8587999996)
(320590.66229999997, 671433.8531)
(320600.2198000001, 671406.9831000008)
(320614.5228000004, 671366.7714000009)
(320647.55429999996, 671273.9079)
(320647.5585000003, 671273.8956000004)
(320736.2801000001, 671112.2859000005)
(320736.2821000004, 671112.2820999995)
(320735.3487999998, 671111.5482999999)
(320734.94039999973, 671111.2259999998)
(320734.32380000036, 671110.7420000006)
(320732.56039999984, 671109.3561000004)
(320718.38889999967, 671098.2137000002)
(320718.36899999995, 671098.2060000002)
(320718.34140000027, 671098.1953999996)
(320718.3367999997, 671098.1936000008)
(320718.33079999965, 671098.1910999995)
(320718.3173000002, 671098.1859000009)
(320330.27770000044, 670946.8743999992)
(320047.76889999956, 670836.7135000005)

Ratho Station/Ingliston/Gogar
(317621.3147, 672786.6674000006)
(317638.4773000004, 672777.5252)
(317759.66980000027, 672713.0048999991)
(317774.5088999998, 672708.5132999998)
(317815.5310000004, 672696.0965999998)
(317815.5405000001, 672696.0936999992)
(317818.0142000001, 672695.3431000002)
(317836.4380999999, 672689.7525999993)
(317844.8448999999, 672687.2016000003)
(317844.8502000002, 672687.1999999993)
(317840.5769999996, 672686.6822999995)
(317819.9526000004, 672684.1827000007)
(317754.2712000003, 672676.2228999995)
(317695.3117000004, 672669.0732000005)
(317674.48929999955, 672666.5481000002)
(317591.0701000001, 672656.4309)
(317462.83299999963, 672609.7612999994)
(317476.27550000045, 672572.8162999991)
(317486.0569000002, 672511.6864)
(317495.8541000001, 672450.5085000005)
(317495.85500000045, 672450.5026999991)
(317509.1911000004, 672367.1140999999)
(317522.15919999965, 672286.0964000002)
(317553.1738999998, 672186.4323999994)
(317640.50069999974, 671839.6640000008)
(317667.57540000044, 671732.1286999993)
(317744.22780000046, 671520.7915000003)
(317813.3683000002, 671390.1607000008)
(317954.48369999975, 671184.7301000003)
(318074.61930000037, 671009.8389999997)
(318075.1354, 671009.0934999995)
(318120.4698000001, 670943.0661999993)
(317865.2176999999, 670785.9861999992)
(317865.2153000003, 670785.9845000003)
(317633.4331, 670580.6539999992)
(317633.43090000004, 670580.6522000004)
(317394.80030000024, 670418.3703000005)
(317394.7980000004, 670418.3684)
(317067.1344999997, 670341.4865000006)
(316723.66029999964, 670361.6879999992)
(316599.3794999998, 670402.4677000009)
(316522.53839999996, 670413.9283000007)
(316493.7109000003, 670418.2207999993)
(316289.25490000006, 670543.5421999991)
(316056.9051999999, 670866.8066000007)
(315763.94290000014, 671250.6919)
(315521.4924999997, 671503.2431000005)
(315046.6841000002, 671634.5855)
(314652.91920000035, 671661.3487)
(314369.8284, 671644.6780999992)
(314026.3459999999, 671624.4847999997)
(313743.4924999997, 671503.2431000005)
(313586.7960000001, 671446.2840999998)
(313482.85589999985, 671397.0339000002)
(313338.34080000035, 671309.9447000008)
(313119.7781999996, 671232.7842999995)
(312895.0060999999, 671224.1498000007)
(312583.9068, 671212.1731000002)
(312450.27880000044, 671220.3816)
(312263.9436999997, 671215.4989999998)
(312030.53720000014, 671206.8647000007)
(312023.87710000016, 671208.6177999992)
(312220.7226, 671258.7282999996)
(312445.4866000004, 671578.5767000001)
(312575.15770000033, 672036.7470999993)
(312566.51520000026, 672408.4671999998)
(312480.0650000004, 672754.2598000001)
(312432.96920000017, 672881.2276000008)
(312292.30620000046, 673260.4070999995)
(312456.98280000035, 673316.6062000003)
(312597.7123999996, 673386.0070999991)
(312624.7017000001, 673380.2237)
(312788.5650000004, 673382.1514999997)
(312967.8507000003, 673370.5846999995)
(312931.2224000003, 673497.8197000008)
(312975.5619000001, 673549.8704000004)
(313021.82919999957, 673707.9503000006)
(313094.9721999997, 673812.0873000007)
(313207.8339999998, 673905.3178000003)
(313314.55950000044, 673873.3035000004)
(313495.9877000004, 673841.2891000006)
(313936.9628999997, 673863.2271999996)
(313946.10529999994, 673950.7178000007)
(313940.4117999999, 674071.7053999994)
(313949.5295000002, 674146.0479000006)
(314036.9545999998, 674158.6390000004)
(314135.61899999995, 674105.8088000007)
(314172.8680999996, 674076.7927000001)
(314321.73309999984, 674119.2518000007)
(314376.9144000001, 674146.0479000006)
(314513.99120000005, 674178.2833999991)
(314639.94319999963, 674304.4565999992)
(314780.08359999955, 674410.6740000006)
(315082.8764000004, 674565.0932999998)
(315200.2348999996, 674648.8399999999)
(315361.08490000013, 674735.8390999995)
(315495.6303000003, 674837.3953000009)
(315545.9046, 674931.6852000002)
(315558.7684000004, 674951.9781999998)
(315819.0599999996, 674602.4726)
(315810.87880000006, 674558.8395000007)
(315764.5186999999, 674280.6785000004)
(315619.9840000002, 674237.0453999992)
(315385.45610000007, 674138.8708999995)
(315407.2725999998, 674117.0543000009)
(315540.8990000002, 674070.6941999998)
(315606.34860000014, 674032.5152000003)
(315674.5253999997, 673953.4301999994)
(315802.6975999996, 673857.9827999994)
(315870.87430000026, 673890.7075999994)
(315977.23000000045, 673847.0745000001)
(316097.22109999973, 673814.3497000001)
(316168.12490000017, 673806.1685000006)
(316277.2076000003, 673803.4414000008)
(316361.74679999985, 673740.7188000008)
(316399.92569999956, 673795.2601999994)
(316517.1897, 673661.6338)
(316672.6326000001, 673489.8285000008)
(316852.6191999996, 673307.1148000006)
(317059.8764000004, 673135.3094999995)
(317228.95469999965, 672998.9560000002)
(317477.1179999998, 672851.6942999996)
(317621.3147, 672786.6674000006)

South Queensferry/Dalmeny
(315897.3742000004, 679452.8112000003)
(315971.12689999957, 679353.8763999995)
(315979.86760000046, 679355.7523999996)
(316009.875, 679316.3162999991)
(316099.2823000001, 679211.1226000004)
(316158.03529999964, 679142.2526999991)
(316204.2874999996, 679083.3684)
(316242.40479999967, 679057.1215000004)
(316270.5608000001, 679059.6198999994)
(316309.3088999996, 679068.3687999994)
(316338.68539999984, 679045.1854999997)
(316366.1860999996, 679018.2502999995)
(316399.31439999957, 678982.0007000007)
(316516.22229999956, 678878.0604999997)
(316555.59329999983, 678832.9389999993)
(316583.72449999955, 678804.1931999996)
(316655.6174999997, 678710.2476000004)
(316700.0016999999, 678658.2445)
(316711.2494000001, 678661.4394000005)
(316749.36670000013, 678619.4389999993)
(316786.90249999985, 678589.4317000005)
(316819.4084999999, 678571.2539000008)
(316856.2806000002, 678558.1302000005)
(316900.02579999994, 678553.7475000005)
(316900.65660000034, 678532.4318000004)
(316906.28450000007, 678522.4376999997)
(316903.1551000001, 678508.0032000002)
(316908.8076999998, 678499.8685999997)
(316907.56240000017, 678486.7452000007)
(316915.0581, 678477.3080000002)
(316970.0674999999, 678227.5011)
(316986.31230000034, 678201.2537999991)
(317009.43819999974, 678182.4367999993)
(317036.9386999998, 678144.2457999997)
(317066.30709999986, 678103.5642000008)
(317112.5999999996, 678056.0014999993)
(317143.85250000004, 678024.0690000001)
(317213.8448999999, 677966.4302999992)
(317296.99370000046, 677905.0638999995)
(317368.8786000004, 677849.9971999992)
(317344.49930000026, 677842.4934)
(317327.62370000035, 677845.6309999991)
(317330.74480000045, 677821.1860000007)
(317346.37519999966, 677806.1866999995)
(317348.2511, 677789.2534999996)
(317342.0005000001, 677759.8114999998)
(317337.00349999964, 677746.6881000008)
(317328.24629999977, 677727.2482999992)
(317334.5049999999, 677720.9978999998)
(317343.24590000045, 677732.9419)
(317354.49340000004, 677749.8092)
(317359.49870000035, 677769.2487000003)
(317361.37459999975, 677792.3747000005)
(317363.8733000001, 677804.9411999993)
(317373.87569999974, 677809.9385000002)
(317384.5007999996, 677794.8735000007)
(317395.12569999974, 677794.8735000007)
(317401.9989, 677802.9998000003)
(317418.8742000004, 677799.2478999998)
(317428.87679999974, 677794.2507000007)
(317435.11899999995, 677794.8735000007)
(317453.9115000004, 677786.1241999995)
(317483.9024, 677754.1835999992)
(317506.8119999999, 677732.1996999998)
(317528.9093000004, 677710.9954000004)
(317598.9017000003, 677653.9956)
(317690.1852000002, 677592.0639999993)
(317775.2181000002, 677522.5632000007)
(317887.0881000003, 677456.8139999993)
(317908.9687999999, 677456.8139999993)
(317917.71800000034, 677462.4338000007)
(317945.87399999984, 677498.7572000008)
(317964.6172000002, 677510.0046999995)
(318003.3735999996, 677553.2422000002)
(318024.6316999998, 677586.3705000002)
(318047.1270000003, 677580.1283)
(318044.6202999996, 677561.9992999993)
(318062.1266999999, 677548.1876999997)
(318075.87260000035, 677536.3173999991)
(318106.52720000036, 677517.5004999992)
(318156.5312000001, 677481.8161999993)
(318171.95239999983, 677470.9010000005)
(318197.15529999975, 677453.0621000007)
